accepted_name,species_genome_size,Voucher specimen,Generalised location collected,Row,Tree (R.Gallagher sample tree in red),Year planted,1st budded,1st flowered,R.Gallagher samples,index,genome_size,CV sample,CV Solanum,fcm date,
Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,DN 3588,"Quaggi Beach, WA",220,"25,26,27,28",2001,2004,2005,Batch 1 collected 1.11.15,0.498,1.29,3.39,2.84,10/11/2015,
Eucalyptus neutra ,Eucalyptus neutra ,DN 3441,"Hyden, WA",204,"33,34,35,36",2002,2007,2011,Batch 2 collected 10.11.15,0.498,1.29,2.13,1.95,18/11/2015,
Eucalyptus sheathiana,Eucalyptus sheathiana,DN 5453,"Kununoppin, WA",314,"25,26,27,28",2011,2014,,Batch 6 collected 10.1.16,0.497512438,1.29,3.24,2.43,20/01/2016,
Eucalyptus blaxellii,Eucalyptus blaxellii,DN 272,"Moresby Range, WA",25,"18,19,20,21",1993,1997,1998,Batch 6 collected 10.1.16,0.49776008,1.29,3.47,2.38,21/01/2016,
Eucalyptus kingsmillii,Eucalyptus kingsmillii,DN 535,"Leinster, WA",40,"04,5,6,7",1994,1997,1997,Batch 5 collected 6.12.15,0.498,1.29,3.63,3.01,14/12/2015,
Eucalyptus microcarpa ,Eucalyptus microcarpa ,DN 2895,"Boundary Bend, VIC",187,"08,9,10,11",2000,,,Batch 1 collected 1.11.15,0.498,1.29,3.55,2.78,11/11/2015,
Eucalyptus provecta,Eucalyptus provecta,DN 6413,"Newcastle Range, QLD",272,"13,14,15,16",2013,,,Batch 2 collected 10.11.15,0.498,1.29,3.61,2,18/11/2015,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,DN 3647,"Norseman, WA",222,"21,22,23,24",2001,2006,2008,Batch 1 collected 1.11.15,0.498,1.29,3,2.46,10/11/2015,
Eucalyptus nobilis,Eucalyptus nubilis,DN 685,"Tara, QLD",53,"05,6,7,8",1994,2001,2001,Batch 5 collected 6.12.15,0.498,1.29,4.24,2.9,14/12/2015,
Eucalyptus rhodantha,Eucalyptus rhodantha,DN 282,"Watheroo, WA",72,"16,17",1995,1998,1998,Batch 5 collected 6.12.15,0.498,1.29,4.14,3,14/12/2015,
Eucalyptus subangusta subsp. subangusta,Eucalyptus subangusta subsp. subangusta,DN 290,"Pithera, WA",22,"04,5,6",1993,1996,1999,Batch 7 collected 30.1.16,0.498256104,1.29,6.03,2.8,8/02/2016,
Eucalyptus atrata,Eucalyptus atrata,DN 1308,"Herberton, QLD",91,"31,32,33,34",1996,2000,2000,Batch 3 collected 22.11.15,0.499,1.29,2.9,2.59,26/11/2015,
NA,Eucalyptus macta,DN 1301,"Paluma, QLD",95,"11,12,13,14",1996,2002,2003,Batch 3 collected 22.11.15,0.499,1.29,2.58,2.23,30/11/2015,
Eucalyptus exilipes,Eucalyptus exilipes,DN 1289,"White Mountains, QLD",90,"23,24,25",1996,2002,2002,Batch 3 collected 22.11.15,0.499,1.29,3.17,2.8,1/12/2015,
Eucalyptus kochii subsp. kochii,Eucalyptus kochii subsp. kochii,DN 2223,"Dalwallinu, WA",188,"24,25,26,27",2000,2009,2013,Batch 2 collected 10.11.15,0.499,1.29,2.89,2.28,23/11/2015,
Eucalyptus whitei,Eucalyptus whitei,DN 2536,"Torrens Creek, QLD",173,"21,22,23,24",1999,2006,2006,Batch 4 collected 29.11.15,0.499,1.29,4.6,3.56,11/12/2015,
Eucalyptus woollsiana,Eucalyptus woollsiana,DN 681,"Kogan, QLD",49,"05,6,7,8",1994,2011,2011,Batch 5 collected 6.12.15,0.499,1.29,3.89,2.87,20/12/2015,
Eucalyptus quadrans,Eucalyptus quadrans,DN 1119,"Lake Chidnup, WA",63,"01,2,3,4",1995,1998,1999,Batch 5 collected 6.12.15,0.5,1.29,3.59,2.85,20/12/2015,
NA,Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",87,"22,23,24,25,26,27",1996,2000,2001,Batch 3 collected 22.11.15,0.5,1.29,3.13,2.47,30/11/2015,
Eucalyptus depauperata,Eucalyptus depauperata,DN 5053,"Mt Madden, WA",302,"05,6,7,8",2010,2014,,Batch 4 collected 29.11.15,0.5,1.29,3.32,2.16,9/12/2015,
Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,DN 2614,"Ooldea Range, SA",199,"28,29,30",2002,2006,2009,Batch 2 collected 10.11.15,0.5,1.29,2.87,2.51,18/11/2015,
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,DN 3685,"Quairading, WA",232,"09,10,11,12",2001,2006,2007,Batch 1 collected 1.11.15,0.5,1.29,3.46,2.72,9/11/2015,
Eucalyptus utilis,Eucalyptus utilis,DN 3705,"Hopetoun, WA",229,"13,14,15,16",2001,2004,2005,Batch 1 collected 1.11.15,0.5,1.29,5,2.68,9/11/2015,
Eucalyptus brachycalyx,Eucalyptus brachycalyx,DN 2801,"Madura Beach, WA",189,"34,35,36,37",2000,2006,2009,Batch 2 collected 10.11.15,0.5,1.3,2.76,2.6,18/11/2015,
Eucalyptus laevis,Eucalyptus laevis,DN 3650,"Norseman, WA",221,"09,10,11,12",2001,2006,2013,Batch 1 collected 1.11.15,0.5,1.3,2.79,2.2,10/11/2015,
Eucalyptus flavida,Eucalyptus flavida,DN 343,"Bronco Plains, WA",11,"04,5,6",1993,1995,1998,Batch 6 collected 10.1.16,0.500250125,1.3,3.91,2.59,20/01/2016,
Eucalyptus ultima,Eucalyptus ultima,DN 2202,"Cape Range, WA",199,"05,6,7,8",2002,2009,2011,Batch 2 collected 10.11.15,0.5,1.3,2.76,2.26,23/11/2015,
Eucalyptus calycogona subsp. calycogona ,Eucalyptus calycogona subsp. calycogona ,DN 3177,"Cleve, SA",220,"33,34,35",2001,2005,2005,Batch 1 collected 1.11.15,0.501,1.3,3.55,2.78,9/11/2015,
Eucalyptus jutsonii subsp. jutsonii,Eucalyptus jutsonii subsp. jutsonii,DN 548,"Lake Goongarrie, WA",40,"32,33,34,35",1994,1998,1999,Batch 5 collected 6.12.15,0.501,1.3,3.43,2.63,17/12/2015,
Eucalyptus kondininensis,Eucalyptus kondininensis,DN 3424,"Yealering, WA",234,"01,2,3,4",2001,2006,2009,Batch 1 collected 1.11.15,0.501,1.3,2.5,2.14,11/11/2015,
Eucalyptus chlorophylla,Eucalyptus chlorophylla,DN 1315,"Laura, QLD",93,"13,14,15",1996,2005,2005,Batch 3 collected 22.11.15,0.501,1.3,2.57,2.46,30/11/2015,
Eucalyptus laevis,Eucalyptus laevis,DN 3635,"Fraser Range, WA",225,"29,30,31,32",2001,2006,2011,Batch 1 collected 1.11.15,0.501,1.3,2.97,2.41,10/11/2015,
Eucalyptus impensa,Eucalyptus impensa,DN 264,"Warradarge, WA",82,"01,2",1998,2003,2003,Batch 3 collected 22.11.15,0.501,1.3,4.26,3.5,1/12/2015,
Eucalyptus pyriformis,Eucalyptus pyriformis,DN 1660,"Dowerin, WA",133,"13,14,15,16",1997,2004,2004,Batch 3 collected 22.11.15,0.501,1.3,2.9,2.06,27/11/2015,
Eucalyptus fraseri subsp. fraseri,Eucalyptus fraseri subsp. fraseri,DN 3619,"Deralinya, WA",225,"09,10,11,12",2001,2004,2006,Batch 1 collected 1.11.15,0.502,1.3,3.2,2.66,10/11/2015,
Eucalyptus goniocarpa,Eucalyptus goniocarpa,DN 186,"Lake King, WA",85,"33,34,35,36",1996,2000,2002,Batch 3 collected 22.11.15,0.502,1.3,2.76,1.91,30/11/2015,
Eucalyptus argophloia,Eucalyptus argophloia,DN 686,"Burncluith, QLD",51,"05,6,7,8",1994,1999,2001,Batch 5 collected 6.12.15,0.502,1.3,4,3.11,20/12/2015,
NA,Eucalyptus clelandii,DN 333,"Callion, WA",11,"19,20,21,22",1993,1997,1998,Batch 6 collected 10.1.16,0.501756147,1.3,3.19,2.85,18/01/2016,
Eucalyptus melliodora,Eucalyptus melliodora,DN 777,"Rylstone, NSW",48,"13,14,15,16",1994,1999,1999,Batch 5 collected 6.12.15,0.502,1.3,3.95,3.33,17/12/2015,
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,DN 1114,"South Newdegate, WA",70,"25,26,27,28",1995,1998,1999,Batch 5 collected 6.12.15,0.502,1.3,3.67,2.77,17/12/2015,
Eucalyptus cooperiana,Eucalyptus cooperiana,DN 1813,"Eyre Bird Observatory, WA",138,"08,9,10,11",1997,2001,2002,Batch 3 collected 22.11.15,0.502,1.3,3.77,2.56,26/11/2015,
Eucalyptus obtusiflora subsp. obtusiflora,Eucalyptus obtusiflora subsp. obtusiflora,DN 1173,"Coburn Station, WA",62,"01,2,3,4",1995,2000,2008,Batch 5 collected 6.12.15,0.502,1.3,3.32,2.66,14/12/2015,
Eucalyptus xerothermica,Eucalyptus xerothermica,DN 541,"Newman, WA",39,"30,31,32,33",1994,1998,1998,Batch 5 collected 6.12.15,0.502,1.3,3.9,3.04,11/12/2015,
Eucalyptus kochii subsp. plenissima,Eucalyptus kochii subsp. plenissima,DN 3488,"Wialki, WA",205,"31,32,33,34",2002,2009,2009,Batch 2 collected 10.11.15,0.502,1.3,3.57,2.58,23/11/2015,
Eucalyptus semiglobosa,Eucalyptus semiglobosa,DN 4570,"Boyatup Hill, WA",263,"04,5,6,7",2004,2009,2011,Batch 2 collected 10.11.15,0.502,1.3,2.69,2.39,20/11/2015,
Eucalyptus alipes,Eucalyptus alipes,DN 3678,"Hyden East, WA",228,"09,10,11,12",2001,2005,2006,Batch 1 collected 1.11.15,0.503,1.3,3.07,2.41,11/11/2015,
Eucalyptus nutans,Eucalyptus nutans,DN 4800,"Bremer Bay, WA",211,"05,6,7,8",2006,2009,2011,Batch 2 collected 10.11.15,0.503,1.3,2.79,2.09,20/11/2015,
Eucalyptus polybractea,Eucalyptus polybractea,DN 736,"West Wyalong, NSW",48,"21,22,23,24",1994,1998,1998,Batch 5 collected 6.12.15,0.503,1.3,4.7,3.15,20/12/2015,
Eucalyptus eremophila,Eucalyptus eremophila var. eremophila,DN 5994,"Bilbunya Dunes, WA",287,"11,12,13,14",2013,,,Batch 6 collected 10.1.16,0.502765209,1.3,4.28,2.91,19/01/2016,
NA,Eucalyptus grasbyi,DN 5689,"Mt Manning Range, WA",318,"21,22,23,24",2011,2014,,Batch 6 collected 10.1.16,0.502765209,1.3,4.3,2.94,20/01/2016,
Eucalyptus mimica subsp. mimica,Eucalyptus mimica subsp. mimica,DN 188,"Newdegate, WA",85,"26,27,28",1996,1999,2001,Batch 3 collected 22.11.15,0.503,1.3,3.66,2.43,27/11/2015,
Eucalyptus pruinosa subsp. pruinosa,Eucalyptus pruinosa subsp. pruinosa,DN 2440,"Tennant Creek, NT",175,"11,12,13,14",1999,2006,2006,Batch 4 collected 29.11.15,0.503,1.3,3.14,2.56,10/12/2015,
Eucalyptus calcareana,Eucalyptus calcareana,DN 60,"Lock, SA",29,"10,11,12,13",1993,1997,1999,Batch 6 collected 10.1.16,0.503018109,1.3,2.93,2.15,18/01/2016,
Eucalyptus dielsii,Eucalyptus dielsii,DN 3596,"Mt Ney, WA",232,"17,18,19,20",2001,2005,2005,Batch 1 collected 1.11.15,0.503,1.3,2.99,2.09,9/11/2015,
Eucalyptus indurata,Eucalyptus indurata,DN 3584,"Desmond, WA",233,"09,10,11,12",2001,2006,2007,Batch 1 collected 1.11.15,0.503,1.3,3.31,2.43,9/11/2015,
Eucalyptus rhomboidea,Eucalyptus rhomboidea,DN 2272,"Bremer Range, WA",187,"12,13,14,15",2000,2006,2006,Batch 2 collected 10.11.15,0.503,1.3,2.17,2.33,18/11/2015,
Eucalyptus ecostata  ,Eucalyptus ecostata  ,DN 3568,"Hammersley River, WA",220,"01,2,3,4",2001,2005,2005,Batch 1 collected 1.11.15,0.504,1.3,2.65,2.37,10/11/2015,
Eucalyptus mannensis subsp. vespertina,Eucalyptus mannensis subsp. vespertina,DN 1171,"Eurardy, WA",62,"29,30,31",1995,2008,2008,Batch 5 collected 6.12.15,0.504,1.3,2.96,2.48,20/12/2015,
Eucalyptus oleosa subsp. oleosa ,Eucalyptus oleosa subsp. oleosa ,DN 2886,"Underbool, VIC",205,"01,2,3,4",2002,2006,2013,Batch 2 collected 10.11.15,0.504,1.3,4.65,2.35,19/11/2015,
Eucalyptus platypus subsp. platypus,Eucalyptus platypus subsp. platypus,DN 208,"Jerramungup, WA",43,"13,14,15,16",1994,1997,1999,Batch 5 collected 6.12.15,0.504,1.3,3.37,2.76,17/12/2015,
Eucalyptus albens,Eucalyptus albens,DN 2898,"Wagga Wagga, NSW",189,"23,24,25,26",2000,2009,2011,Batch 2 collected 10.11.15,0.504,1.31,3.1,2.37,18/11/2015,
Eucalyptus balladoniensis subsp. balladoniensis,Eucalyptus balladoniensis subsp. balladoniensis,DN 3602,"Mt Ney, WA",226,"05,6,7,8",2001,2009,2009,Batch 1 collected 1.11.15,0.504,1.31,2.98,2.03,10/11/2015,
NA,Eucalyptus drepanophylla,DN 5133,"Mingela Range, QLD",304,"16,17,18,19",2010,,,Batch 4 collected 29.11.15,0.504,1.31,3.21,2.72,11/12/2015,
Eucalyptus incerata,Eucalyptus incerata,DN 327,"Mt Day, WA",20,"15,16,17,18",1993,1997,1998,Batch 6 collected 10.1.16,0.504286435,1.31,4.97,2.55,18/01/2016,
Eucalyptus capillosa,Eucalyptus capillosa,DN 2192,"Lake Barlee, WA",186,"01,2,3,4",2000,2005,2007,Batch 1 collected 1.11.15,0.505,1.31,4.35,3.09,11/11/2015,
Eucalyptus opimiflora,Eucalyptus opimiflora,DN 5078,"Warradarge, WA",301,"27,28",2010,2013,,Batch 4 collected 29.11.15,0.505,1.31,3.46,2.94,11/12/2015,
NA,Eucalyptus sp. Great Victoria Desert ,DN 505,"Jubilee Lake, WA",41,"05,6,7,8",1994,1998,1999,Batch 5 collected 6.12.15,0.505,1.31,4.76,2.53,14/12/2015,
Eucalyptus argutifolia,Eucalyptus argutifolia,DN 249 ,"Seabird, WA",14,"31,32,33,34",1993,1997,1998,Batch 6 collected 10.1.16,0.504795558,1.31,2.79,2.25,20/01/2016,
Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,DN 1540,"Morton Craig Range, WA",86,"08,9,10,11",1996,2002,2004,Batch 3 collected 22.11.15,0.505,1.31,3.58,2.58,30/11/2015,
Eucalyptus flocktoniae subsp. hebes ,Eucalyptus flocktoniae subsp. hebes ,DN 3665,"Lake Johnson, WA",205,"17,18,19,20",2002,2006,2007,Batch 2 collected 10.11.15,0.505,1.31,2.3,2.46,19/11/2015,
Eucalyptus ravida,Eucalyptus ravida,DN 134,"Mt Norcott, WA",13,"16,17,18,19",1993,1995,1998,Batch 6 collected 10.1.16,0.505050505,1.31,4.05,2.9,20/01/2016,
Eucalyptus obtusiflora subsp. dongarraensis,Eucalyptus obtusiflora subsp. dongarraensis,DN 266,"Cliff Head, WA",10,"31,32,33",1993,1996,1997,Batch 6 collected 10.1.16,0.50530571,1.31,3.24,2.04,21/01/2016,
Eucalyptus percostata,Eucalyptus percostata,DN 1603,"Devils Peak, SA",135,"22,23,24",1997,2002,2003,Batch 3 collected 22.11.15,0.505,1.31,2.73,2.57,1/12/2015,
NA,Eucalyptus sp. Lort River,DN 5480,"Lort River, WA",314,"17,18,19,20",2011,2013,2014,Batch 6 collected 10.1.16,0.50530571,1.31,6.29,3.6,20/01/2016,
Eucalyptus dumosa,Eucalyptus dumosa,DN 5229,"Olary Spur, SA",302,"11,12,13",2010,2013,,Batch 4 collected 29.11.15,0.506,1.31,3.39,2.72,10/12/2015,
Eucalyptus kochii subsp. borealis,Eucalyptus kochii subsp. borealis,DN 3539,"Murchison River, WA",205,"21,22,23,24",2002,2009,2013,Batch 2 collected 10.11.15,0.506,1.31,2.34,1.76,23/11/2015,
Eucalyptus patellaris,Eucalyptus patellaris,DN 1339,"Daly Waters, NT",89,"05,6,7",1996,,,Batch 7 collected 30.1.16,0.505816894,1.31,2.92,2.38,5/02/2016,
Eucalyptus pileata,Eucalyptus pileata,DN 3644,"Norseman, WA",222,"25,26,27,28",2001,2006,2007,Batch 1 collected 1.11.15,0.506,1.31,3.05,2.76,10/11/2015,
Eucalyptus griffithsii,Eucalyptus griffithsii,DN 3637,"Fraser Range, WA",222,"13,14,15,16",2001,2005,2005,Batch 1 collected 1.11.15,0.506,1.31,3.7,2.4,10/11/2015,
Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii subsp. yellowdinensis,DN 3477,"Yellowdine, WA",207,"32,33,34,35",2002,2008,2009,Batch 2 collected 10.11.15,0.506,1.31,2.35,1.87,20/11/2015,
Eucalyptus notactites,Eucalyptus notactites,DN 177,"Lucky Bay, WA",85,"05,6,7,8",1996,1999,1999,Batch 3 collected 22.11.15,0.506,1.31,3.11,2.23,27/11/2015,
Eucalyptus quadricostata,Eucalyptus quadricostata,DN 5137,"Lolworth Range, QLD",303,"16,17,18,19",2010,,,Batch 4 collected 29.11.15,0.506,1.31,4.85,3.17,11/12/2015,
Eucalyptus spreta,Eucalyptus spreta,DN 3634,"Fraser Range, WA",225,"25,26,27,28",2001,2004,2007,Batch 1 collected 1.11.15,0.506,1.31,2.65,2.09,10/11/2015,
Eucalyptus transcontinentalis ,Eucalyptus transcontinentalis ,DN 550,"Higginsville, WA",41,"16,17",1994,1998,1998,Batch 5 collected 6.12.15,0.506,1.31,3.15,2.5,14/12/2015,
Eucalyptus woodwardii,Eucalyptus woodwardii,DN 2300,"Coonana, WA",179,"09,10,11,12",1999,2003,2003,Batch 4 collected 29.11.15,0.507,1.31,2.73,2.08,10/12/2015,
Eucalyptus wyolensis,Eucalyptus wyolensis,DN 112,"Oak Valley, SA",12,"29,30,31,32",1993,1994,1994,Batch 6 collected 10.1.16,0.506585613,1.31,3.3,2.49,20/01/2016,
Eucalyptus largiflorens,Eucalyptus largiflorens,DN 980,"Wentworth, NSW",66,"29,30,31,32,33",1995,2001,2001,Batch 5 collected 6.12.15,0.507,1.31,2.97,2.48,16/12/2015,
Eucalyptus leucophylla,Eucalyptus leucophylla,DN 1194,"Juna Downs, WA",73,"23,24,25,26",1995,2001,2001,Batch 6 collected 10.1.16,0.506842372,1.31,4.16,2.87,20/01/2016,
Eucalyptus peninsularis,Eucalyptus peninsularis,DN 1955,"Yallunda Flat, SA",138,"20,21,22,23",1997,2000,2001,Batch 4 collected 29.11.15,0.507,1.31,2.6,2.24,9/12/2015,
Eucalyptus polita,Eucalyptus polita,DN 3468,"Marvel Loch, WA",224,"01,2,3,4",2001,2005,2008,Batch 1 collected 1.11.15,0.507,1.31,4.51,2.99,10/11/2015,
Eucalyptus socialis subsp. eucentrica ,Eucalyptus socialis subsp. eucentrica ,DN 2198,"Newman, WA",185,"12,13,14,15",2000,2007,2008,Batch 2 collected 10.11.15,0.507,1.31,2.25,2.18,23/11/2015,
Eucalyptus comitae-vallis,Eucalyptus comitae-vallis,DN 2767,"Diemals Station, WA",185,"01,2,3,4",2000,2004,2005,Batch 1 collected 1.11.15,0.507,1.31,3.37,2.77,11/11/2015,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,DN 3653,"Bronzite Ridge, WA",221,"13,14,15,16",2001,2005,2007,Batch 1 collected 1.11.15,0.507,1.31,2.7,1.93,10/11/2015,
Eucalyptus wubinensis,Eucalyptus wubinensis,DN 3498,"Kalannie, WA",227,"29,30,31,32",2001,2006,2009,Batch 1 collected 1.11.15,0.507,1.31,2.69,2.5,9/11/2015,
Eucalyptus phenax subsp. compressa,Eucalyptus phenax subsp. compressa,DN 824,"Kangaroo Island, SA",74,"32,33,34",1995,2001,2002,Batch 6 collected 10.1.16,0.507614213,1.31,3,2.16,20/01/2016,
Eucalyptus concinna,Eucalyptus concinna (small fruit form),DN 2715,"Cosmo Newbery, WA",184,"09,10,11,12",2000,2006,2011,Batch 1 collected 1.11.15,0.508,1.32,2.99,2.35,12/11/2015,
Eucalyptus orgadophila,Eucalyptus orgadophila,DN 698,"Rolleston, QLD",54,"20,21,22,23",1994,2001,2001,Batch 5 collected 6.12.15,0.508,1.32,3.7,2.88,14/12/2015,
NA,Eucalyptus sp. 'dorsiventralis',DN 634,"Paynes Crossing, NSW",76,"21,22,23",1995,2002,2002,Batch 6 collected 10.1.16,0.507872016,1.32,2.78,2.29,22/01/2016,
Eucalyptus yalatensis ,Eucalyptus yalatensis ,DN 2142,"Hampton Tableland, WA",184,"05,6,7,8",2000,2004,2005,Batch 1 collected 1.11.15,0.508,1.32,2.72,2.15,12/11/2015,
Eucalyptus gypsophila,Eucalyptus gypsophila,DN 1405,"Yumbarra Conservation Park, SA",86,"27,28",1996,1999,2003,Batch 3 collected 22.11.15,0.508,1.32,3.13,2.53,30/11/2015,
Eucalyptus tenuis,Eucalyptus tenuis,DN 326,"Mt Day, WA",16,"01,2,3,4",1993,1997,1998,Batch 6 collected 10.1.16,0.508130081,1.32,3.32,2.26,18/01/2016,
Eucalyptus georgei subsp. fulgida,Eucalyptus georgei subsp. fulgida,DN 323,"Lake Cronin, WA",25,"06,7,8,9",1993,1996,1998,Batch 6 collected 10.1.16,0.508388409,1.32,6.65,2.79,19/01/2016,
Eucalyptus loxophleba subsp. loxophleba,Eucalyptus loxophleba subsp. loxophleba,DN 239,"Tarin Rock, WA",26,"34,35,36",1993,1998,1999,Batch 6 collected 10.1.16,0.508388409,1.32,4.16,2.95,18/01/2016,
Eucalyptus valens,Eucalyptus valens,DN 158,"Truslove, WA",188,"05,6,7,8",2000,2006,2008,Batch 1 collected 1.11.15,0.508,1.32,3.16,2.57,11/11/2015,
Eucalyptus pterocarpa,Eucalyptus pterocarpa,DN 3656,"Bronzite Ridge, WA",221,"04,5,6,7",2001,2004,2005,Batch 1 collected 1.11.15,0.509,1.32,3.19,2.59,10/11/2015,
Eucalyptus tholiformis,Eucalyptus tholiformis,DN 1279,"Mantuan Downs, QLD",89,"19,20,21,22",1996,2008,2011,Batch 3 collected 22.11.15,0.509,1.32,4.08,2.95,3/12/2015,
Eucalyptus coolabah,Eucalyptus coolabah,DN 2957,"Wilcannia, NSW",185,"28,29,30,31",2000,2008,2008,Batch 2 collected 10.11.15,0.509,1.32,1.93,1.64,19/11/2015,
Eucalyptus corynodes,Eucalyptus corynodes,DN 1264,"Cracow, QLD",90,"20,21,22",1996,2008,2011,Batch 3 collected 22.11.15,0.509,1.32,2.93,2.56,1/12/2015,
Eucalyptus distuberosa subsp. distuberosa ,Eucalyptus distuberosa subsp. distuberosa ,DN 3480,"Yellowdine, WA",221,"33,34,35,36",2001,2005,2007,Batch 1 collected 1.11.15,0.509,1.32,2.46,2.11,10/11/2015,
NA,Eucalyptus sp. Dunbar Road,DN 5466,"Marvel Loch, WA",316,"17,18,19,20",2011,2013,,Batch 6 collected 10.1.16,0.50942435,1.32,2.75,2.11,21/01/2016,
Eucalyptus longissima,Eucalyptus longissima,DN 2163,"Norseman, WA",228,"33,34",2001,2008,2008,Batch 1 collected 1.11.15,0.51,1.32,2.97,2.24,9/11/2015,
Eucalyptus moderata,Eucalyptus moderata,DN 3768,"Three Springs, WA",229,"25,26,27,28",2001,2006,2007,Batch 1 collected 1.11.15,0.51,1.32,2.97,2.24,6/11/2015,
Eucalyptus celastroides subsp. virella,Eucalyptus celastroides subsp. virella,DN 1116,"Newdegate, WA",62,"32,33,34",1995,2000,2001,Batch 5 collected 6.12.15,0.51,1.32,6.25,3,14/12/2015,
Eucalyptus farinosa,Eucalyptus farinosa,DN 5136,"Lolworth Range, QLD",303,"24,25,26,27",2010,,,Batch 4 collected 29.11.15,0.51,1.32,2.64,2.15,9/12/2015,
NA,Eucalyptus armillata,DN 287,"Dalwallinu, WA",26,6,1993,1997,1999,Batch 6 collected 10.1.16,0.510204082,1.32,3.94,2.9,21/01/2016,
Eucalyptus salubris,Eucalyptus salubris,DN 3496,"Mt Gibson, WA",223,"33,34,35,36",2001,2011,,Batch 1 collected 1.11.15,0.511,1.32,3.6,2.73,10/11/2015,
Eucalyptus erythronema subsp. erythronema,Eucalyptus erythronema subsp. erythronema,DN 3458,"Bodallin, WA",223,"01,2,3,4",2001,2006,2008,Batch 1 collected 1.11.15,0.511,1.32,4.19,2.8,10/11/2015,
Eucalyptus vittata,Eucalyptus vittata,DN 3667,"South Ironcap, WA",226,"17,18,19,20",2001,2005,2007,Batch 1 collected 1.11.15,0.512,1.32,3.05,2.28,9/11/2015,
Eucalyptus corrugata,Eucalyptus corrugata,DN 3483,"Koolyanobbing, WA",220,"36,37,38",2001,2008,2011,Batch 1 collected 1.11.15,0.512,1.33,2.61,1.86,10/11/2015,
Eucalyptus microneura,Eucalyptus microneura,DN 1326,"Forsayth, QLD",192,"13,14,15,16",2000,2013,2013,Batch 7 collected 30.1.16,0.511770727,1.33,3.45,2.68,9/02/2016,
Eucalyptus vegrandis subsp. recondita,Eucalyptus vegrandis subsp. recondita,DN 1621,"Borden, WA",134,"08,9,10,11",1997,2001,2003,Batch 3 collected 22.11.15,0.512,1.33,4.34,3.62,1/12/2015,
Eucalyptus dolichocera,Eucalyptus dolichocera,DN 3525,"Eurardy Station, WA",205,"28,29,30",2002,2008,2009,Batch 2 collected 10.11.15,0.512,1.33,2.45,2.33,18/11/2015,
Eucalyptus beaniana,Eucalyptus beaniana,DN 6472,"Isla Gorge, QLD",281,"13,14,15,16",2013,,,Batch 6 collected 10.1.16,0.512295082,1.33,2.96,2.39,19/01/2016,
Eucalyptus canescens subsp. beadellii,Eucalyptus canescens subsp. beadellii,DN 1506,"Oak Valleyt, SA",86,"01,2,3,4",1996,1999,2003,Batch 3 collected 22.11.15,0.512,1.33,2.94,2.45,30/11/2015,
